备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
桂备2024012483,复方感冒灵颗粒,国药准字Z45022221,广西宝瑞坦制药有限公司,广西-东盟经济技术开发区教育路35号,广西宝瑞坦制药有限公司,广西-东盟经济技术开发区教育路35号,"1.在药品说明书、标签上使用经授权的注册商标“修正药-子雯”。
2.将复方感冒灵颗粒（14g/袋×6袋/盒）说明书、标签上的【功能主治】由“……用于风热感冒及温病之发热，……”修订为：“……用于风热感冒之发热，……”。（详见所附的说明书、标签样稿）",广西壮族自治区药品监督管理局,2024-04-16,已备案,详情
辽备2024013346,西沙必利片,国药准字H20040702,东北制药集团沈阳第一制药有限公司,沈阳经济技术开发区昆明湖街8号,东北制药集团沈阳第一制药有限公司,沈阳经济技术开发区昆明湖街8号,根据《国家药监局关于修订西沙必利口服制剂说明书的公告（2024年第32号）》要求，修订药品说明书及标签：1.说明书及标签增加【警示语】；2.修订说明书【不良反应】及【注意事项】内容。,辽宁省药品监督管理局,2024-04-16,已备案,详情
浙备2024013506,盐酸恩沙替尼胶囊,国药准字H20200010,贝达药业股份有限公司,浙江省杭州市临平区经济技术开发区兴中路355号,贝达药业股份有限公司,浙江省杭州市临平区经济技术开发区兴中路355号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由浙江省杭州市余杭经济技术开发区兴中路355号变更为浙江省杭州市临平区经济技术开发区兴中路355号,浙江省药品监督管理局,2024-04-16,已备案,详情
浙备2024013260,西格列汀二甲双胍片（Ⅱ）,国药准字H20243400,浙江九洲生物医药有限公司,浙江省杭州市经济技术开发区下沙街道乔新路500号和科科技中心2幢一层103室,山东朗诺制药有限公司,山东省德州市齐河县晏北街道办事处齐众大道127号,在标签中增加“通过一致性评价”标识。,浙江省药品监督管理局,2024-04-16,已备案,详情
黑备2024013284,清热解毒口服液,国药准字Z11020477,哈尔滨市康隆药业有限责任公司,哈尔滨市利民开发区四平路88号,哈尔滨市康隆药业有限责任公司,哈尔滨市呼兰区利民开发区四平路,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由北京诚济制药股份有限公司变更为哈尔滨市康隆药业有限责任公司;生产企业地址由北京市顺义区中北工业区（北石槽镇）变更为哈尔滨市呼兰区利民开发区四平路,黑龙江省药品监督管理局,2024-04-16,已备案,详情
Y晋备2024012727,尼莫地平,国药准字H19999225/Y20190004586,无,无,亚宝药业集团股份有限公司,山西省风陵渡经济开发区工业大道1号,依据《中国药典》（2020年版）第一增补本变更药品注册标准：尼莫地平变更注册标准，“溶液的澄清度”可接受标准由“溶液应澄清，如显浑浊，与1号浊度标准液比较，不得更浓”变更为“溶液应澄清”。,山西省药品监督管理局,2024-04-16,已备案,详情
蒙备2024013214,阿那日五味散,国药准字Z15021055,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,备案涉及内容：申请阿那日五味散生产地址名称由原“通辽市库伦旗库伦镇养畜牧路”变更为“内蒙古自治区通辽市库伦旗库伦镇养畜牧路”。申请人对申报资料的真实性、准确性、完整性、规范性负责。,内蒙古自治区药品监督管理局,2024-04-16,已备案,详情
鲁备2024012427,奥美沙坦酯片,国药准字H20233072,山东新华鲁抗医药有限公司,山东省济南市高新区经十东路7000号汉峪金谷A2-4号楼1201、1202室,华润双鹤利民药业（济南）有限公司,山东省济南市章丘区明水街道利民路1号,将本品有效期由24个月延长至36个月，同时修改说明书相关内容。,山东省药品监督管理局,2024-04-16,已备案,详情
蒙备2024011800,清肝七味散,国药准字Z15021106,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,备案涉及内容：申请清肝七味散生产地址名称由原“通辽市库伦旗库伦镇养畜牧路”变更为“内蒙古自治区通辽市库伦旗库伦镇养畜牧路”。申请人对申报资料的真实性、准确性、完整性、规范性负责。,内蒙古自治区药品监督管理局,2024-04-16,已备案,详情
蒙备2024013169,哈敦海鲁木勒九味丸,国药准字Z15021059,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,申请哈敦海鲁木勒九味丸生产地址名称由原“通辽市库伦旗库伦镇养畜牧路”变更为“内蒙古自治区通辽市库伦旗库伦镇养畜牧路”。申请人对申报资料的真实性、准确性、完整性、规范性负责。,内蒙古自治区药品监督管理局,2024-04-16,已备案,详情
苏备2024013628,盐酸阿莫罗芬搽剂,国药准字H20123162,江苏福邦药业有限公司,灌南县江苏灌南经济开发区深圳路18号,江苏福邦药业有限公司,"江苏省连云港市灌南县新安镇人民东路3号,灌南县江苏灌南经济开发区深圳路18号（二车间（202区）搽剂生产线）","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由江苏省连云港市灌南县新安镇人民东路3号变更为江苏省连云港市灌南县新安镇人民东路3号,灌南县江苏灌南经济开发区深圳路18号（二车间（202区）搽剂生产线）",江苏省药品监督管理局,2024-04-16,已备案,详情
浙备2024013253,玻璃酸钠滴眼液,国药准字H20243428,浙江莎普爱思药业股份有限公司,浙江省平湖市经济开发区新明路1588号,浙江莎普爱思药业股份有限公司,浙江省平湖市经济开发区新明路1588号,1、根据《国家药监局关于益母草软胶囊等8种药品转换为非处方药的公告》（2020年第56号）规定，不含防腐剂的玻璃酸钠滴眼液由处方药转换为非处方药。根据玻璃酸钠滴眼液非处方药说明书范本，修订本品说明书和包装标签。2、按照《药品说明书和标签管理规定》（食药监局令第24号）和《国家药品监督管理局关于公布非处方药专有标识及管理规定的通知》（国药管安[1999]399号）要求，在说明书标签中增加OTC标识等。其他内容不变。,浙江省药品监督管理局,2024-04-16,已备案,详情
鄂备2024012870,归脾膏,国药准字Z42020347,健民集团叶开泰国药（随州）有限公司,湖北省随州高新技术产业园区,健民集团叶开泰国药（随州）有限公司,湖北省随州高新技术产业园区,本次变更拟在现有钠钙玻璃模制药瓶包装的基础上，增加聚酯/铝/聚酯/聚乙烯口服液体药用复合膜包装；在现有包装规格的基础上，增加包装规格为9克×10袋/盒，并修改药品说明书和药品包装标签的相应内容。,湖北省药品监督管理局,2024-04-16,已备案,详情
津备2024014378,甲泼尼龙片,国药准字H20020224,津药药业股份有限公司,天津开发区西区新业九街19号,津药和平(天津)制药有限公司,天津开发区黄海路221号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由天津金耀药业有限公司变更为津药和平(天津)制药有限公司,天津市药品监督管理局,2024-04-16,已备案,详情
津备2024013309,甲钴胺注射液,国药准字H20058038,津药和平（天津）制药有限公司,天津开发区黄海路221号,津药和平（天津）制药有限公司,天津开发区黄海路221号,按照《国家药品监督管理局药品补充申请批准通知书》，津药和平（天津）制药有限公司申请修订甲钴胺注射液说明书和包装标签，增加“通过一致性评价”标识。,天津市药品监督管理局,2024-04-16,已备案,详情
苏备2024014321,那屈肝素钙注射液,国药准字H20153092,南京健友生化制药股份有限公司,南京高新开发区MA010-1号地,南京健友生化制药股份有限公司,南京高新技术产业开发区学府路16号,那屈肝素注射液（规格 0.4ml：4100AXaIU）生产企业地址由南京高新技术产业开发区学府路16号（综合车间一预灌封线）变更为南京高新技术产业开发区学府路16号（综合车间一预灌封线，综合车间一预灌封#2线）。,江苏省药品监督管理局,2024-04-16,已备案,详情
粤备2024012452,布洛芬片,国药准字H20065680,广东华南药业集团有限公司,东莞市石龙镇西湖工业区信息产业园,广东华南药业集团有限公司,东莞市石龙镇西湖工业区信息产业园,本品为《国家药监局公布药品说明书适老化及无障碍改革试点名单（第一批）》名单品种，序号：471，修订方式为试点方式3，备案药品说明书（简化版）及电子药品说明书（完整版），药品说明书（简化版）引用药品说明书（完整版）【药品名称】、【成份】、【性状】、【适应症】、【规格】、【用法用量】、【禁忌】、【贮藏】、【药品上市许可持有人】项目，只涉及字体和格式的调整，此次备案说明书内容与原备案说明书内容一致。,广东省药品监督管理局,2024-04-16,已备案,详情
苏备2024013627,氟康唑胶囊,国药准字H20057154,江苏福邦药业有限公司,灌南县江苏灌南经济开发区深圳路18号,江苏福邦药业有限公司,"江苏省连云港市灌南县新安镇人民东路3号,灌南县江苏灌南经济开发区深圳路18号（一车间硬胶囊剂生产线）","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由江苏省连云港市灌南县新安镇人民东路3号变更为江苏省连云港市灌南县新安镇人民东路3号,灌南县江苏灌南经济开发区深圳路18号（一车间硬胶囊剂生产线）",江苏省药品监督管理局,2024-04-16,已备案,详情
Y鲁备2024012474,利培酮,Y20190001581,无,无,齐鲁制药有限公司,山东省济南市工业北路23999号；山东省德州市乐陵市循环经济示范园,本品（生产场地：山东省德州市乐陵市循环经济示范园1300单元1301生产线）变更了生产批量、部分生产设备和部分工艺参数。,山东省药品监督管理局,2024-04-16,已备案,详情
辽备2024012657,硝酸益康唑乳膏,国药准字H20163085,辽宁新高制药有限公司,本溪市溪湖区石桥子香樟路8号,辽宁新高制药有限公司,本溪市溪湖区石桥子香樟路8号,增加本品原料药的供应商，原料药硝酸益康唑在原供应商江苏恩华药业股份有限公司的基础上增加修正药业集团柳河制药有限公司。,辽宁省药品监督管理局,2024-04-16,已备案,详情
浙备2024012744,苹果酸奈诺沙星胶囊,国药准字H20160006,浙江医药股份有限公司新昌制药厂,浙江省新昌县城关镇环城东路59号,浙江医药股份有限公司新昌制药厂,浙江省绍兴市新昌县城关镇新昌大道东路98号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品药品说明书（简化版）及电子药品说明书（完整版）。,浙江省药品监督管理局,2024-04-16,已备案,详情
陕备2024013315,归芪养血益气口服液,国药准字B20020384,西安天一秦昆制药有限责任公司,西安市高新区锦业路72号,西安天一秦昆制药有限责任公司,陕西省铜川市新区大唐三路1号,注销归芪养血益气口服液“西安市高新技术产业开发区锦业路72号”的注册生产地址，只保留“陕西省铜川市新区大唐三路1号”的注册生产地址。,陕西省药品监督管理局,2024-04-16,已备案,详情
Y浙备2024012807,盐酸文拉法辛,Y20200000766,无,无,浙江瑞博制药有限公司,浙江省化学原料药基地临海园区南洋三路18号,由于申报过程中误将起始物料对甲氧基苯乙腈中最大单个未知杂质识别为“对乙氧基苯乙腈”，且将对乙氧基苯乙腈定入了对甲氧基苯乙腈标准（≤0.3%）。批准后首次检测过程发现其它单个杂质（RRT1.07）结果超标，经调查发现答补研究时，对最大未知单杂识别错误，原最大单个未知杂质应为2-(4-甲氧基-3-甲基苯基)乙腈，为纠正这个错误，拟将“2-(4-甲氧基-3-甲基苯基)乙腈≤0.3%”定入标准,浙江省药品监督管理局,2024-04-16,已备案,详情
桂备2024012411,橘红颗粒,国药准字Z45021543,恒拓集团南宁仁盛制药有限公司,广西-东盟经济技术开发区长岗大道69号,恒拓集团南宁仁盛制药有限公司,广西-东盟经济技术开发区长岗大道69号,"一、说明书
11克/袋×16袋/盒：
新设计的说明书，版面调整，更换商标，增加【药品上市许可持有人】相关信息和销售电话，其余内容均不变。
二、包装标签
11克/袋×16袋/盒：
内标签防潮袋和外包装盒子均为新设计式样，版面不同商标变更，盒子增加【药品上市许可持有人】相关信息和销售电话，其余文字内容均符合国家药监局24号令及橘红颗粒质量标准要求，并与备案说明书文字内容保持一致。",广西壮族自治区药品监督管理局,2024-04-16,已备案,详情
Y粤备2024012708,甲氨蝶呤,Y20190005775,无,无,广东岭南制药有限公司,韶关市武江区西联镇甘棠大道28号,本品生产场地由“广州市天河区沙河龙眼洞”变更为“韶关市武江区西联镇甘棠大道28号”，本次变更属于药品生产场地注册管理事项变更容缺备案，在完成容缺资料补交并审查通过前，相关药品不得生产上市。,广东省药品监督管理局,2024-04-16,已备案,详情
蒙备2024013340,消食十味丸,国药准字Z15021068,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,内蒙古库伦蒙药有限公司,内蒙古自治区通辽市库伦旗库伦镇养畜牧路,请消食十味丸生产地址名称由原“通辽市库伦旗库伦镇养畜牧路”变更为“内蒙古自治区通辽市库伦旗库伦镇养畜牧路”。申请人对申报资料的真实性、准确性、完整性、规范性负责。,内蒙古自治区药品监督管理局,2024-04-16,已备案,详情
浙备2024012837,氧(液态),国药准字H20203267,林德气体（嘉兴）有限公司,嘉兴市南湖区新丰镇工业功能区（北区）（东方特钢股份有限公司厂区内）,林德气体（嘉兴）有限公司,嘉兴市南湖区新丰镇工业功能区（北区）（东方特钢股份有限公司厂区内,1、将工艺参数分馏出的“氩馏分的氧纯度（AI4）”的原规定（87%~92.5%）变更为更符合空分工况的表述：分馏出的氩馏分的氧纯度（AI4）一般稳定在89%左右，在控制系统设置＜85%或＞93%时，提醒调整工况，直至重回设定区间。,浙江省药品监督管理局,2024-04-16,已备案,详情
黑备2024012707,咽炎片,国药准字Z20055659,哈尔滨瑰宝药业有限公司,哈尔滨市方正县方正镇前进街开发区樱花街以南、南直路以东（W委1082号）,哈尔滨天地药业有限公司,黑龙江省方正县樱花街1号,依据《国家局药监局关于修订感冒清热制剂等4种药品说明书的公告（2021年第88号）》的要求，对咽炎片说明书【不良反应】【禁忌】【注意事项】进行修订。,黑龙江省药品监督管理局,2024-04-16,已备案,详情
吉备2024013234,双丹口服液,国药准字Z20063372,吉林省益浦生物科技有限公司,长春市双阳区长春文化印刷产业开发区医药仓储物流项目办公楼101号二楼,吉林省益浦生物科技有限公司,长春市双阳区长春文化印刷产业开发区医药仓储物流项目,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更玻璃管制口服液体瓶，10ml/支×12支/盒药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-04-16,已备案,详情
Y晋备2024012728,枸橼酸托法替布,Y20200001114,无,无,亚宝药业集团股份有限公司,山西省风陵渡经济开发区工业大道1号,变更药品有效期：申请将枸橼酸托法替布原料药的有效期由“24个月”变更为“36个月”。,山西省药品监督管理局,2024-04-16,已备案,详情
Y粤备2024012706,卡铂,Y20190007570,无,无,广东岭南制药有限公司,韶关市武江区西联镇甘棠大道28号,本品生产场地由“广州市天河区沙河龙眼洞”变更为“韶关市武江区西联镇甘棠大道28号”，本次变更属于药品生产场地注册管理事项变更容缺备案，在完成容缺资料补交并审查通过前，相关药品不得生产上市。,广东省药品监督管理局,2024-04-16,已备案,详情
皖备2024013232,盐酸司来吉兰片,国药准字H20234721,安徽贝克生物制药有限公司,安徽省合肥市高新技术开发区红枫路30号,安徽贝克生物制药有限公司,合肥市高新技术开发区红枫路30号,将本品有效期由“24个月”延长至“36个月”。同时按照《药品说明书和标签管理规定》（局令第24号），调整说明书备案内容。,安徽省药品监督管理局,2024-04-16,已备案,详情
Y粤备2024012440,氟尿苷,Y20190007569,无,无,广东岭南制药有限公司,韶关市武江区西联镇甘棠大道28号,本品生产场地由“广州市天河区沙河龙眼洞”变更为“韶关市武江区西联镇甘棠大道28号”，本次变更属于药品生产场地注册管理事项变更容缺备案，在完成容缺资料补交并审查通过前，相关药品不得生产上市。,广东省药品监督管理局,2024-04-16,已备案,详情
粤备2024012570,左氧氟沙星片,国药准字H20234530,广东健信制药股份有限公司,汕头市濠江区三联工业区珠浦片区健信医药工业园,汕头经济特区鮀滨制药厂,汕头市韶山路151号,本品标签上增加“通过一致性评价”标识。,广东省药品监督管理局,2024-04-16,已备案,详情
琼备2024013251,注射用盐酸头孢替安,国药准字H20113469,海南全星制药有限公司,海南省海口市保税区A06-2,海南全星制药有限公司,海南省海口市保税区A06-2,注射用盐酸头孢替安（规格：1.0g）中硼硅玻璃管制注射剂瓶规格尺寸由30ml变更为20ml，包材供应商及材质未变更。,海南省药品监督管理局,2024-04-16,已备案,详情
晋备2024013316,雷贝拉唑钠肠溶片,国药准字H20080125,晋城海斯制药有限公司,山西省晋城城区王台,"晋城海斯制药有限公司,湖南明瑞制药股份有限公司","山西省晋城城区王台,湖南省长沙市浏阳经济技术开发区府前路221号",变更药品生产场地：雷贝拉唑钠肠溶片（一致性评价）原生产企业为“晋城海斯制药有限公司”，生产地址为“山西省晋城城区王台”，现申请增加受托生产企业“湖南明瑞制药股份有限公司”，生产地址：“湖南省长沙市浏阳经济技术开发区府前路221号”。同时对说明书和标签生产地址进行相应修订。,山西省药品监督管理局,2024-04-16,已备案,详情
桂备2024012724,川贝止咳糖浆,国药准字Z45022213,荣康集团广西康世缘制药有限公司,广西-东盟经济技术开发区宁武路21号,荣康集团广西康世缘制药有限公司,广西-东盟经济技术开发区宁武路21号,"1、药品说明书修订内容如下：
（1）增加“牵手人生”商标；
（2）【包装】由“聚酯/铝/聚乙烯药用复合膜；15毫升×9支/盒”变更为“聚酯/铝/聚乙烯药用复合膜；15毫升×12支/盒”；
（3）说明书样式及图案改变；
2、药品包装小标签修订内容：
（1）增加“牵手人生”商标；
（2）标签的图案及样式改变；
3、药品包装纸盒修订内容：
（1）纸盒正面：“新条袋装：15毫升×9支/盒”变更为“15毫升×12支/盒”；
（2）纸盒样式及图案改变；",广西壮族自治区药品监督管理局,2024-04-16,已备案,详情
Y浙备2024013143,辛伐他汀,Y20220000911,无,无,浙江江北南海药业有限公司,浙江省台州市临海市头门港经济开发区东海第七大道1号,药品有效期由“18个月”延长至“24个月”。,浙江省药品监督管理局,2024-04-16,已备案,详情
浙备2024013077,伏格列波糖片,国药准字H20233909,浙江海翔药业股份有限公司,浙江省台州市椒江区外沙支路100号,浙江海翔药业股份有限公司,浙江省台州市椒江区外沙支路100号,变更制剂生产工艺：变更不影响制剂关键质量属性的工艺参数。,浙江省药品监督管理局,2024-04-16,已备案,详情
