备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
桂备2024014170,盐酸罗通定片,国药准字H45020628,广西南宁百会药业集团有限公司,广西南宁市金阳路39号,广西南宁百会药业集团有限公司,广西南宁市金阳路39号,本品增加药用铝箔和聚氯乙烯固体药用硬片包装，每盒10片×3板，有效期24个月。,广西壮族自治区药品监督管理局,2024-04-30,已备案,详情
苏备2024015717,注射用尼可地尔,国药准字H20243213,江苏博新医药科技有限公司,南京市江宁区天元东路15号嘉瑞中心7楼06单元（江宁高新园）,南京海纳制药有限公司,南京市江北新区科创大道 18 号,根据国家局《关于“通过一致性评价”标识使用有关事宜的说明》，本品在说明书、标签中增加“仿制药一致性评价标识”。,江苏省药品监督管理局,2024-04-30,已备案,详情
冀备2024015698,硫酸镁注射液,国药准字H20243043,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,申请备案本品有效期变更为“24个月”信息。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-04-30,已备案,详情
苏备2024015613,注射用阿奇霉素,国药准字H20213377,扬子江药业集团有限公司,泰州市扬子江南路1号,扬子江药业集团有限公司,江苏省泰州市扬子江南路1号,依据《已上市化学药品药学变更研究技术指导原则（试行）》申请变更本品原料药阿奇霉素【细菌内毒素】项检测方法。,江苏省药品监督管理局,2024-04-30,已备案,详情
浙备2024014422,愈风宁心滴丸,国药准字Z20020076,浙江尖峰药业有限公司,浙江省金华市婺城区白汤下线高畈段58号X02幢办公质检楼二楼,浙江尖峰药业有限公司,浙江省金华市婺城区白汤下线高畈段58号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》2023年第142号，作为第一批参与试点的上市许可持有人，对愈风宁心滴丸说明书进行相应修订，提供纸质药品说明书（大字版）。,浙江省药品监督管理局,2024-04-30,已备案,详情
桂备2024010629,人表皮生长因子凝胶,国药准字S20020112,桂林华诺威基因药业股份有限公司,桂林市高新区骖鸾路36号,桂林华诺威基因药业股份有限公司,桂林市高新区骖鸾路36号,药品有效期由“24个月”变更为“30个月”。,广西壮族自治区药品监督管理局,2024-04-30,已备案,详情
苏备2024015087,凝血酶散,国药准字H32025085,南京新百药业有限公司,南京经济技术开发区新港大道68号,南京新百药业有限公司,南京经济技术开发区新港大道68号,根据国家药品标准修订件（批件号：XGB2021-056），将凝血酶冻干粉的中文通用名称修订为凝血酶散，汉语拼音修订为Ningxuemei San。【贮藏】项后增加“曾用名：凝血酶冻干粉”，说明书及标签做同步修订。,江苏省药品监督管理局,2024-04-30,已备案,详情
浙备2024014421,愈风宁心滴丸,国药准字H20103020,浙江尖峰药业有限公司,浙江省金华市婺城区白汤下线高畈段58号X02幢办公质检楼二楼,浙江尖峰药业有限公司,浙江省金华市婺城区白汤下线高畈段58号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》2023年第142号，作为第一批参与试点的上市许可持有人，对愈风宁心滴丸说明书进行相应修订，提供纸质药品说明书（大字版）。,浙江省药品监督管理局,2024-04-30,已备案,详情
苏备2024015082,凝血酶散,国药准字H32025083,南京新百药业有限公司,南京经济技术开发区新港大道68号,南京新百药业有限公司,南京经济技术开发区新港大道68号,根据国家药品标准修订件（批件号：XGB2021-056），将凝血酶冻干粉的中文通用名称修订为凝血酶散，汉语拼音修订为Ningxuemei San。【贮藏】项后增加“曾用名：凝血酶冻干粉”，说明书及标签做同步修订。,江苏省药品监督管理局,2024-04-30,已备案,详情
苏备2024015211,醋酸阿托西班注射液,国药准字H20213190,南京康舟医药科技有限公司,南京市江宁区龙眠大道568号1幢2层A2,南京海纳制药有限公司,南京市江北新区科创大道18号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，变更生产批量至6万瓶/批，并在原有原料药供应商基础上新增翰宇药业（武汉）有限公司为本品原料药供应商。,江苏省药品监督管理局,2024-04-30,已备案,详情
