备案号,药品通用名称,药品批准文号/原料药登记号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
鄂备2024006196,胞磷胆碱钠注射液,国药准字H20243102,湖北神州华瑞医药有限公司,湖北省孝感市应城市经济技术开发区长荆大道1号,天方药业有限公司,驻马店市驿城区光明路2号,我司品种胞磷胆碱钠注射液（2 ml:0.25g），申请延长该药品有效期至24个月。 变更内容为：说明书中【有效期】项下由18个月改为24个月；药品注册标准项下由18个月改为24个月。,湖北省药品监督管理局,2024-02-27,2024年03月14日，撤销备案,详情
鲁备2024006522,草酸艾司西酞普兰片,国药准字H20080599国药准字H20103327国药准字H20103548,山东京卫制药有限公司,山东省泰安市高新技术产业开发区配天门大街西首,山东京卫制药有限公司,山东省泰安高新技术产业开发区配天门大街西首,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号）和《药品说明书适老化及无障碍改革试点名单（第一批）》，对本品药品说明书（简化版）进行备案，同时提供电子药品说明书（完整版）。,山东省药品监督管理局,2024-02-27,已备案,详情
浙备2024006770,利拉鲁肽注射液,国药准字S20233109,杭州中美华东制药有限公司,杭州市莫干山路866号祥符桥,杭州九源基因工程股份有限公司,杭州经济技术开发区八号大街东,生产企业名称由“杭州九源基因工程有限公司”变更为“杭州九源基因工程股份有限公司”（实际主体及生产地址不变），并对说明书和包装标签作相应修订。,浙江省药品监督管理局,2024-02-27,已备案,详情
吉备2024006593,氨酚待因片(Ⅰ)等25个药品批准文号,国药准字H22022589,长春大政药业科技有限公司,长春经济开发区兴隆山镇长哈公路5公里处,长春大政药业科技有限公司,长春经济开发区兴隆山镇长哈公路5公里处,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）规定变更氨酚待因片(Ⅰ)等25个品种批准文号药品说明书及标签，药品生产企业依据备案结论自行修改药品说明书和包装标签的有关内容，处方药说明书统一增加修改日期为2024年3月12日，非处方药直接将说明书修订日期改为2024年3月12日，此次备案结论与原备案配套使用（变更品种目录见吉林省药品监督管理局网站），企业负责说明书内容的真实性与合法性。,吉林省药品监督管理局,2024-02-27,已备案,详情
豫备2024006699,流感病毒裂解疫苗,国药准字S20113001,华兰生物疫苗股份有限公司,河南省新乡市华兰大道甲1号附1号,华兰生物疫苗股份有限公司,河南省新乡市华兰大道甲1号附1号,流感病毒裂解疫苗生产用H3N2型毒株由“A/Darwin/9/2021 ”变更为“A/Thailand/8/2022”，同步对说明书中毒株名称的相关内容进行修订。,河南省药品监督管理局,2024-02-27,已备案,详情
赣备2024006326,六灵含片,国药准字Z10980142,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,生产地址一：江西省樟树市福城工业园区；生产地址二：江西省樟树市仁和路36号,根据《药品注册管理办法》、《药品生产监督管理办法》、《药品上市后变更管理办法》等相关规定，申请生产场地变更，未开展相关药学研究申请容缺备案；具体变更：在生产地址“江西省樟树市福城工业园”的基础上增加“江西省樟树市仁和路36号”的生产地址，药品说明书、标签相应内容同步进行备案。,江西省药品监督管理局,2024-02-27,已备案,详情
粤备2024005338,头孢克肟片,国药准字H10950235,广州白云山医药集团股份有限公司白云山制药总厂,广州市白云区同和街云祥路88号,广州白云山医药集团股份有限公司白云山制药总厂,广州市白云区同和街云祥路88号,本品为《国家药监局公布药品说明书适老化及无障碍改革试点名单（第一批）》名单品种，序号：447，修订方式为试点方式2，备案说明书（完整版）及电子药品说明书（完整版），此次备案说明书内容与原备案说明书内容一致。,广东省药品监督管理局,2024-02-27,已备案,详情
黑备2024006437,牛黄清心丸,国药准字Z23020844,黑龙江珍宝岛药业股份有限公司,黑龙江省鸡西市虎林市虎林镇红星街72号,哈尔滨珍宝制药有限公司,哈尔滨开发区哈平路集中区烟台一路8号,在原塑料球壳包装的基础上，增加药用铝塑泡罩包装（聚氯乙烯固体药用硬片-药包材登记号：B20180000157、药品包装用铝箔-药包材登记号：B20190005046），变更后，药品的有效期暂定为18个月。,黑龙江省药品监督管理局,2024-02-27,已备案,详情
黑备2024006436,蛤蚧定喘丸,国药准字Z23020840,黑龙江珍宝岛药业股份有限公司,黑龙江省鸡西市虎林市虎林镇红星街72号,哈尔滨珍宝制药有限公司,哈尔滨开发区哈平路集中区烟台一路8号,在原蜡纸包装的基础上，增加药用铝塑泡罩包装（聚氯乙烯固体药用硬片-药包材登记号：B20180000157、药品包装用铝箔-药包材登记号：B20190005046），变更后，药品的有效期暂定为18个月。,黑龙江省药品监督管理局,2024-02-27,已备案,详情
吉备2024006616,对乙酰氨基酚片等8个药品批准文号,国药准字H22020891,通化颐生药业股份有限公司,吉林省通化县快大茂镇团结路8855号,通化颐生药业股份有限公司,吉林省通化县快大茂镇团结路8855号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）规定变更对乙酰氨基酚片等8个品种批准文号药品说明书及标签，药品生产企业依据备案结论自行修改药品说明书和包装标签的有关内容，处方药说明书统一增加修改日期为2024年3月12日，非处方药直接将说明书修订日期改为2024年3月12日，此次备案结论与原备案配套使用（变更品种目录见吉林省药品监督管理局网站），企业负责说明书内容的真实性与合法性。,吉林省药品监督管理局,2024-02-27,已备案,详情
赣备2024006270,金刚藤口服液,国药准字Z20050872,江西民济药业有限公司,江西省宜春市铜鼓县迎宾大道168号,江西民济药业有限公司,江西省铜鼓县迎宾大道168号,根据国家药监局关于修订祖卡木制剂、金刚藤制剂和斑秃丸说明书的公告（2024年第11号），对金刚藤口服液说明书和包装标签进行修订并备案。对金刚藤口服液说明书和标签的【不良反应】、【禁忌】、【注意事项】的内容进行修订： 一、说明书和标签的【不良反应】项由“尚不明确。”修订为“监测数据显示，本品有以下不良反应报告：恶心、呕吐、口干、腹痛、腹泻、腹胀、腹部不适，食欲减退、便秘、皮疹、瘙痒、潮红、头晕、头痛、乏力、寒战、发热、过敏反应等；另有心悸、胸闷、呼吸困难、嗜睡、肝功能异常、转氨酶升高等个例报告。” 二、说明书和标签【禁忌】项由“尚不明确。”修订为“对本品及所含成份过敏者禁用。”三、说明书和标签的【注意事项】项由“尚不明确。”修订为“1.本品建议饭后服用。2.本品用于湿热瘀阻证，血虚失荣腹痛及寒湿带下者慎用。3.饮食宜清淡，忌辛辣、生冷、油腻之品。”,江西省药品监督管理局,2024-02-27,已备案,详情
渝备2024006872,甲硝唑片,国药准字H50020024,西南药业股份有限公司,重庆市沙坪坝区天星桥21号,"西南药业股份有限公司,太极集团四川太极制药有限公司","重庆市沙坪坝区天星桥21号,四川省成都市双流区西南航空港经济开发区腾飞二路319号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由西南药业股份有限公司变更为西南药业股份有限公司,太极集团四川太极制药有限公司;生产企业地址由重庆市沙坪坝区天星桥21号变更为重庆市沙坪坝区天星桥21号,四川省成都市双流区西南航空港经济开发区腾飞二路319号",重庆市药品监督管理局,2024-02-27,已备案,详情
吉备2024006749,止痢宁片等2个药品批准文号,国药准字Z22022716,吉林省俊宏药业有限公司,吉林省辉南县朝阳镇俊宏路9号,吉林省俊宏药业有限公司,吉林省辉南县朝阳镇俊宏路9号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药监局 国家卫生健康委关于发布实施《中华人民共和国药典》（2020年版）第一增补本的公告（2023年第126号）规定变更止痢宁片等2个品种批准文号药品说明书及标签，药品生产企业依据备案结论自行修改药品说明书和包装标签的有关内容，处方药说明书统一增加修改日期为2024年3月12日，非处方药直接将说明书修订日期改为2024年3月12日，此次备案结论与原备案配套使用（变更品种目录见吉林省药品监督管理局网站），企业负责说明书内容的真实性与合法性。,吉林省药品监督管理局,2024-02-27,已备案,详情
粤备2024004695,外用重组人碱性成纤维细胞生长因子,国药准字S20040053,朗肽生物制药股份有限公司,佛山市南海区狮山桃园东路93号产业一号楼,朗肽生物制药股份有限公司,佛山市南海区狮山软件科技园内,本品制剂工艺过程控制范围的药液过滤时限、灌装时限：由“5小时”变更为“8小时”。,广东省药品监督管理局,2024-02-27,已备案,详情
